[Chlamydia_pneumoniae_TW-183]_45050953;100.0;25.039062499999996;25.49096622152396;24.755954705193282;25.985804416403784;20.47963456414161;32.168726033233916;26.836046050019853;24.150197628458496;26.353220071118134;23.00578034682081;26.085240726124702
[Chlamydia_abortus_LLG]_56820706;25.039062499999996;100.0;32.36363636363636;85.60906515580736;32.31017770597738;25.42503863987635;22.990726429675426;33.987730061349694;37.22316865417377;34.44034440344404;32.8327922077922;33.387622149837135
[Chlamydia_abortus_LLG]_56820361;25.49096622152396;32.36363636363636;100.0;33.19755600814664;91.22807017543859;22.77377794619174;23.763147643163226;68.9922480620155;31.479967293540472;69.05991735537191;28.774142688214425;71.74369747899159
[Chlamydia_psittaci_6BC]_12242634;24.755954705193282;85.60906515580736;33.19755600814664;100.0;33.46938775510204;25.338491295938105;22.901353965183752;34.62330177027583;37.49465583582728;35.024752475247524;32.967032967032964;33.687653311529026
[Chlamydia_psittaci_6BC]_12243097;25.985804416403784;32.31017770597738;91.22807017543859;33.46938775510204;100.0;22.866894197952217;24.004683840749415;69.51788491446345;31.58756137479542;70.02597402597402;29.079415250888978;72.28661749209695
[Chlamydia_muridarum_str._Nigg]_1246262;20.47963456414161;25.42503863987635;22.77377794619174;25.338491295938105;22.866894197952217;100.0;20.298165137614678;24.71131639722864;22.444273635664874;22.93404094010614;23.033067274800455;22.171945701357465
[Chlamydia_muridarum_str._Nigg]_1245669;32.168726033233916;22.990726429675426;23.763147643163226;22.901353965183752;24.004683840749415;20.298165137614678;100.0;23.618677042801554;23.487544483985765;23.78357337485403;21.14503816793893;23.956301209520095
[Chlamydia_muridarum_str._Nigg]_1245738;26.836046050019853;33.987730061349694;68.9922480620155;34.62330177027583;69.51788491446345;24.71131639722864;23.618677042801554;100.0;31.05134474327628;66.48016276703967;30.003979307600474;66.07414931437278
[Chlamydia_pneumoniae_TW-183]_45050832;24.150197628458496;37.22316865417377;31.479967293540472;37.49465583582728;31.58756137479542;22.444273635664874;23.487544483985765;31.05134474327628;100.0;30.429497568881686;32.49484536082474;30.73170731707317
[Chlamydia_pecorum_PV3056/3]_56760961;26.353220071118134;34.44034440344404;69.05991735537191;35.024752475247524;70.02597402597402;22.93404094010614;23.78357337485403;66.48016276703967;30.429497568881686;100.0;28.994082840236686;70.38001041124414
[Chlamydia_pecorum_PV3056/3]_56761292;23.00578034682081;32.8327922077922;28.774142688214425;32.967032967032964;29.079415250888978;23.033067274800455;21.14503816793893;30.003979307600474;32.49484536082474;28.994082840236686;100.0;28.57142857142857
[Chlamydia_pneumoniae_TW-183]_45050179;26.085240726124702;33.387622149837135;71.74369747899159;33.687653311529026;72.28661749209695;22.171945701357465;23.956301209520095;66.07414931437278;30.73170731707317;70.38001041124414;28.57142857142857;100.0
