[Tsuchiyaea_wingfieldii_CBS_7118]_30192914;100.0;54.77957223919686;53.344993441189324;53.8163001293661;52.90822921154674;51.35600516573396;56.91894312583968;45.57377049180328;51.56521739130435;54.025516937967446;73.18518518518519;42.214111922141115;19.917864476386036;19.40755873340143;66.05113636363636;15.206445115810673;14.447884416924664;13.326752221125371;16.14885626493684;13.534566699123662;18.538565629228685;18.3;19.153225806451612;17.03679151474975;19.715928305715252;50.32202662086732;15.227517018989609;74.02597402597402;56.72823218997362;50.326228795128316;52.054794520547944
[Trametes_versicolor_FP-101664_SS1]_19418296;54.77957223919686;100.0;55.59947299077734;61.35244066278549;64.14835164835165;51.213282247765;59.531320414601176;43.519999999999996;53.66492146596858;56.090026478376;54.177545691906005;34.45920303605313;17.60797342192691;18.257676902536716;49.87309644670051;15.407653910149751;13.461538461538462;12.694300518134716;16.03104961187985;13.743160605085292;18.91165602955996;17.811370358199145;21.46490335707019;16.606734226871527;20.444594139440888;49.30350358801182;15.155807365439095;46.552501126633615;65.06189821182944;51.10341843357854;53.53016688061617
[Tilletiaria_anomala_UBC_951]_25263348;53.344993441189324;55.59947299077734;100.0;51.85342991052407;53.37370242214533;51.35717363205515;63.064741499767116;49.49452401010952;57.67315527387959;59.0;52.94631165429943;35.394126738794434;18.157273034087073;18.538565629228685;48.47457627118644;15.57128412537917;13.641025641025642;12.671905697445974;15.220338983050846;14.066579634464752;17.720242098184265;17.690009956853633;20.020325203252032;17.40432612312812;19.171159029649594;45.38653366583541;14.219694276573053;46.04545454545455;55.50218340611354;56.456728590847305;57.0353982300885
[Stereum_hirsutum_FP-91666_SS1]_18797141;53.8163001293661;61.35244066278549;51.85342991052407;100.0;59.557522123893804;49.748533109807205;54.4232437120555;45.40692989524577;51.023017902813294;53.42820181112549;53.15857327030511;34.74480151228733;18.227091633466134;17.62376237623762;49.87384356602187;15.338842975206612;13.366834170854272;12.46386122711211;15.76305220883534;13.76;16.63937111038323;16.060508529127777;21.10924369747899;18.104015799868336;19.42231075697211;43.525615167406215;14.721345951629864;44.75895621406457;60.576496674057644;49.68044311887516;50.81487672377768
[Punctularia_strigosozonata_HHB-11173_SS5]_18886548;52.90822921154674;64.14835164835165;53.37370242214533;59.557522123893804;100.0;51.72855313700384;56.769911504424776;43.35329341317365;52.2020725388601;53.579175704989154;52.91073738680466;34.72644376899696;17.864271457085827;17.768183327798074;49.936575052854124;15.622918054630247;13.639432815665092;12.754936872774362;16.0539629005059;13.803088803088803;17.47347480106101;17.832512315270936;21.443089430894307;17.51152073732719;20.14098690835851;45.260566270004105;15.466477474281659;44.85981308411215;61.49708650829224;50.387263339070564;51.2
[Puccinia_graminis_f._sp._tritici_CRL_75-36-700-3]_10545437;51.35600516573396;51.213282247765;51.35717363205515;49.748533109807205;51.72855313700384;100.0;52.476107732406604;48.00332778702163;51.16883116883116;51.3595166163142;52.54016500217108;37.710701685613486;17.903930131004365;18.123739071956958;51.74946004319655;14.714714714714713;13.328799727983679;12.855740922473014;15.251944538383496;12.632594021215043;15.727002967359049;16.519174041297934;18.99497487437186;16.732673267326735;18.003327787021632;42.214111922141115;14.948269711023904;44.41954280591663;50.95137420718816;49.35289042277826;49.621530698065605
[Moesziomyces_antarcticus]_26303109;56.91894312583968;59.531320414601176;63.064741499767116;54.4232437120555;56.769911504424776;52.476107732406604;100.0;48.61693210393965;60.36866359447005;63.930581613508444;53.350854139290405;33.422256097560975;18.495934959349594;18.597560975609756;50.45122475290073;16.135593220338983;14.398897692042715;13.315754779169414;16.182004789599727;14.304418985270049;20.247507734616708;19.052419354838708;20.49012933968686;17.26546906187625;20.944558521560573;48.66014461931093;15.884476534296029;47.85812989405804;57.71276595744681;58.54779411764706;58.37427422956677
[Meira_miltonrushii]_37020463;45.57377049180328;43.519999999999996;49.49452401010952;45.40692989524577;43.35329341317365;48.00332778702163;48.61693210393965;100.0;49.3649449618967;47.37936772046589;46.410891089108915;36.763005780346816;18.2;18.221185876082615;48.06007509386733;14.088669950738916;13.129617192746808;12.198261989056968;14.532756900565346;12.882653061224488;14.313346228239846;14.875239923224568;16.75886755613407;16.30859375;16.867862969004893;36.32166217776068;13.20361362056984;39.888364104766;44.29771908763505;49.232081911262796;52.74118147046324
[Malassezia_restricta]_38740623;51.56521739130435;53.66492146596858;57.67315527387959;51.023017902813294;52.2020725388601;51.16883116883116;60.36866359447005;49.3649449618967;100.0;68.45930232558139;50.583657587548636;34.79102167182663;17.52786220871327;17.66891891891892;47.898089171974526;14.170854271356784;13.544173255414233;13.13264968574264;14.858891533492011;13.640824337585869;16.856950973807923;17.148554336989033;19.551934826883908;15.819022457067373;19.065357263799527;43.55904211395541;14.820143884892087;44.23859014911884;53.31312256388047;55.646258503401356;54.533508541392905
[Malassezia_pachydermatis]_28728896;54.025516937967446;56.090026478376;59.0;53.42820181112549;53.579175704989154;51.3595166163142;63.930581613508444;47.37936772046589;68.45930232558139;100.0;51.888840642640034;34.9537037037037;17.795753286147622;17.857142857142858;49.74315068493151;15.058823529411763;14.02061855670103;13.254203758654798;15.526046986721145;13.57421875;17.795753286147622;17.412935323383085;20.224337185588034;17.36087970676441;18.88888888888889;44.89626556016598;15.069967707212056;45.244565217391305;53.96275443915115;55.06072874493927;55.3266111354669
[Kwoniella_shandongensis]_43586999;73.18518518518519;54.177545691906005;52.94631165429943;53.15857327030511;52.91073738680466;52.54016500217108;53.350854139290405;46.410891089108915;50.583657587548636;51.888840642640034;100.0;46.18272841051314;20.22664835164835;19.876838864180638;70.34516285853184;15.454545454545453;13.718782073212452;13.228035538005923;15.690946221919674;13.474025974025974;16.777851901267514;17.846460618145564;19.25277684281387;16.976127320954905;18.970736629667005;48.598130841121495;14.300960512273212;59.45409429280397;55.29873528129089;51.115973741794306;50.1269035532995
[Cryptococcus_amylolentus_CBS_6039]_30152735;42.214111922141115;34.45920303605313;35.394126738794434;34.74480151228733;34.72644376899696;37.710701685613486;33.422256097560975;36.763005780346816;34.79102167182663;34.9537037037037;46.18272841051314;100.0;15.43026706231454;15.41501976284585;50.0;12.095456031382804;11.28222296618681;11.28719275549806;11.80921052631579;12.669245647969053;11.178151794220387;13.182253431216088;11.97850821744627;13.477002251527823;13.949742268041238;36.74745895230649;12.06836414370422;47.86010124252186;34.937476316786665;34.98827208756841;33.57169740308619
[Kwoniella_pini_CBS_10737]_30170054;19.917864476386036;17.60797342192691;18.157273034087073;18.227091633466134;17.864271457085827;17.903930131004365;18.495934959349594;18.2;17.52786220871327;17.795753286147622;20.22664835164835;15.43026706231454;100.0;16.816816816816818;20.474879559532003;16.33276740237691;13.577291381668946;13.017751479289942;13.6926682289923;13.820078226857888;16.289893617021274;15.59543230016313;17.33510109380179;40.88729016786571;15.301794453507341;16.26746506986028;13.547930668553237;17.23886048210373;17.853593905266646;17.908407382091593;16.95250659630607
[Kwoniella_mangroviensis_CBS_8507]_30164992;19.40755873340143;18.257676902536716;18.538565629228685;17.62376237623762;17.768183327798074;18.123739071956958;18.597560975609756;18.221185876082615;17.66891891891892;17.857142857142858;19.876838864180638;15.41501976284585;16.816816816816818;100.0;20.536635706914343;15.844594594594593;13.176710929519919;13.079198159710812;14.098690835850958;13.25340246273493;14.824532633650378;15.242118947026324;17.31788079470199;16.358839050131927;41.93418940609952;17.303822937625753;16.666666666666664;17.04918032786885;17.874875868917577;17.68916155419223;17.633410672853827
