[Plasmodium_gonderi]_39747294;100.0;73.17436661698957;74.88721804511277;72.38142292490119;40.55944055944056;70.52785923753666;47.56410256410256;75.41478129713424;43.88519134775375;38.84393063583815;75.15060240963855;43.43517753922378;44.54659423318011;71.36542239685659;40.71977355438739;74.45
[Plasmodium_vinckei_vinckei]_19959688;73.17436661698957;100.0;76.17602427921094;67.69378911892152;41.24223602484472;64.36998584237848;48.32185886402754;76.26518218623481;43.04059652029826;39.310611928737416;76.53319817536746;42.131147540983605;44.77987421383648;64.91477272727273;39.51807228915663;76.17602427921094
[Plasmodium_falciparum_3D7]_810311;74.88721804511277;76.17602427921094;100.0;67.75745909528392;42.36864053377815;64.74480151228732;47.56201881950385;93.45172031076582;44.180225281602006;39.69732246798603;93.77431906614785;42.60476581758422;44.24040066777963;66.23748211731044;40.484848484848484;97.73114010209869
[Plasmodium_fragile]_24269449;72.38142292490119;67.69378911892152;67.75745909528392;100.0;40.49382716049383;84.5420857596612;46.434634974533104;67.03402012458074;43.581221437474035;37.404580152671755;67.27447216890596;44.625;44.3609022556391;84.24947145877378;43.49979364424267;67.35477676428229
[Babesia_bovis_T2Bo]_5478837;40.55944055944056;41.24223602484472;42.36864053377815;40.49382716049383;100.0;40.37828947368421;42.291491154170174;42.01331114808652;44.43021766965429;33.99164451196354;42.19075385256143;39.76151315789473;49.00924702774108;40.205338809034906;39.37781416291445;42.785445420326226
[Plasmodium_inui_San_Antonio_1]_20037389;70.52785923753666;64.36998584237848;64.74480151228732;84.5420857596612;40.37828947368421;100.0;45.87737843551797;64.20160150730099;42.98717418287133;37.404580152671755;64.58923512747874;44.86644407345576;43.40248962655602;87.21804511278195;44.63394342762063;64.74480151228732
[Babesia_microti_strain_RI]_24425309;47.56410256410256;48.32185886402754;47.56201881950385;46.434634974533104;42.291491154170174;45.87737843551797;100.0;47.625160462130935;42.5;35.358906190657045;47.43589743589743;43.90448261416003;43.51657574485942;46.62133446663834;42.13135068153655;47.372917556599745
[Plasmodium_sp._gorilla_clade_G2]_39742019;75.41478129713424;76.26518218623481;93.45172031076582;67.03402012458074;42.01331114808652;64.20160150730099;47.625160462130935;100.0;43.760399334442596;38.996138996138995;98.63247863247864;42.957166392092255;44.66303892842193;65.76319543509273;40.4281098546042;93.98998330550918
[Theileria_orientalis_strain_Shintoku]_20716879;43.88519134775375;43.04059652029826;44.180225281602006;43.581221437474035;44.43021766965429;42.98717418287133;42.5;43.760399334442596;100.0;35.07377979568672;43.7006237006237;42.95803905276278;57.08390646492435;43.40248962655602;42.144329896907216;44.060025010421015
[Cryptosporidium_ubiquitum]_39979417;38.84393063583815;39.310611928737416;39.69732246798603;37.404580152671755;33.99164451196354;37.404580152671755;35.358906190657045;38.996138996138995;35.07377979568672;100.0;38.996138996138995;35.898407884761184;34.7678369195923;37.35215566577642;33.84271338054417;39.69732246798603
[Plasmodium_gaboni]_29776523;75.15060240963855;76.53319817536746;93.77431906614785;67.27447216890596;42.19075385256143;64.58923512747874;47.43589743589743;98.63247863247864;43.7006237006237;38.996138996138995;100.0;42.839506172839506;44.421228583368155;66.0;40.484848484848484;94.31438127090301
[Toxoplasma_gondii_ME49]_7901362;43.43517753922378;42.131147540983605;42.60476581758422;44.625;39.76151315789473;44.86644407345576;43.90448261416003;42.957166392092255;42.95803905276278;35.898407884761184;42.839506172839506;100.0;41.43033292231812;45.29091670154877;70.03929273084479;42.839506172839506
[Theileria_parva_strain_Muguga]_3501160;44.54659423318011;44.77987421383648;44.24040066777963;44.3609022556391;49.00924702774108;43.40248962655602;43.51657574485942;44.66303892842193;57.08390646492435;34.7678369195923;44.421228583368155;41.43033292231812;100.0;42.86895411326995;41.09701187065084;44.3609022556391
[Plasmodium_coatneyi]_30908916;71.36542239685659;64.91477272727273;66.23748211731044;84.24947145877378;40.205338809034906;87.21804511278195;46.62133446663834;65.76319543509273;43.40248962655602;37.35215566577642;66.0;45.29091670154877;42.86895411326995;100.0;44.51371571072319;65.76319543509273
[Besnoitia_besnoiti]_40305628;40.71977355438739;39.51807228915663;40.484848484848484;43.49979364424267;39.37781416291445;44.63394342762063;42.13135068153655;40.4281098546042;42.144329896907216;33.84271338054417;40.484848484848484;70.03929273084479;41.09701187065084;44.51371571072319;100.0;40.4281098546042
[Plasmodium_reichenowi]_24531356;74.45;76.17602427921094;97.73114010209869;67.35477676428229;42.785445420326226;64.74480151228732;47.372917556599745;93.98998330550918;44.060025010421015;39.69732246798603;94.31438127090301;42.839506172839506;44.3609022556391;65.76319543509273;40.4281098546042;100.0
